Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
Severe cerebral involvement in adult-onset hemophagocytic lymphohistiocytosis,"Radmanesh, Farid; Rodriguez-Pla, Alicia; Pincus, Michael D.; Burns, Joseph D.","The diagnosis of hemophagocytic lymphohistiocytosis (HLH) with cerebral involvement is challenging given the rarity of HLH and its resemblance to the much more common severe sepsis. Timely diagnosis and treatment may be lifesaving. We report two cases demonstrating different and rare forms of severe brain involvement in adult patients with HLH: acute necrotizing encephalopathy, and diffuse hemorrhagic disease due to disseminated intravascular coagulation. Severe HLH with brain involvement in adults is rare. HLH with cerebral involvement should be considered in patients presenting with severe systemic inflammatory response syndrome (SIRS) but negative cultures and unusual or unexpectedly severe clinical and/or radiologic signs of cerebral dysfunction. Similar brain injury may occur in patients with cytokine storm syndrome due to COVID-19. BACKGROUND: Hemophagocytic lymphohistiocytosis (HLH) presents with fevers, rash, organomegaly, cytopenia, and increased triglycerides and ferritin (Ramos-Casals et al., 2014) [1]. Neurologic abnormalities are reported in about one-third of patients (Cai et al., 2017), including a few cases of acute necrotizing encephalopathy (ANE) (Xiujuan et al., 2015). Coagulation abnormalities are frequent in HLH patients (Valade et al., 2015). OBJECTIVE: To raise awareness about the importance of early diagnosis and treatment of HLH with neurological involvement to prevent serious complications and demise.",2020,,J Clin Neurosci,,,,32307298,10.1016/j.jocn.2020.04.054,20426,#98074,Radmanesh 2020,,,98074,22-04-20
Clinical and immunological features of severe and moderate coronavirus disease 2019,"Chen, Guang; Wu, Di; Guo, Wei; Cao, Yong; Huang, Da; Wang, Hongwu; Wang, Tao; Zhang, Xiaoyun; Chen, Huilong; Yu, Haijing; Zhang, Xiaoping; Zhang, Minxia; Wu, Shiji; Song, Jianxin; Chen, Tao; Han, Meifang; Li, Shusheng; Luo, Xiaoping; Zhao, Jianping; Ning, Qin","BACKGROUNDSince December 2019, an outbreak of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in Wuhan, and is now becoming a global threat. We aimed to delineate and compare the immunological features of severe and moderate COVID-19.METHODSIn this retrospective study, the clinical and immunological characteristics of 21 patients (17 male and 4 female) with COVID-19 were analyzed. These patients were classified as severe (11 cases) and moderate (10 cases) according to the guidelines released by the National Health Commission of China.RESULTSThe median age of severe and moderate cases was 61.0 and 52.0 years, respectively. Common clinical manifestations included fever, cough, and fatigue. Compared with moderate cases, severe cases more frequently had dyspnea, lymphopenia, and hypoalbuminemia, with higher levels of alanine aminotransferase, lactate dehydrogenase, C-reactive protein, ferritin, and D-dimer as well as markedly higher levels of IL-2R, IL-6, IL-10, and TNF-alpha. Absolute numbers of T lymphocytes, CD4+ T cells, and CD8+ T cells decreased in nearly all the patients, and were markedly lower in severe cases (294.0, 177.5, and 89.0 x 106/L, respectively) than moderate cases (640.5, 381.5, and 254.0 x 106/L, respectively). The expression of IFN-gamma by CD4+ T cells tended to be lower in severe cases (14.1%) than in moderate cases (22.8%).CONCLUSIONThe SARS-CoV-2 infection may affect primarily T lymphocytes, particularly CD4+ and CD8+ T cells, resulting in a decrease in numbers as well as IFN-gamma production by CD4+ T cells. These potential immunological markers may be of importance because of their correlation with disease severity in COVID-19.TRIAL REGISTRATIONThis is a retrospective observational study without a trial registration number.FUNDINGThis work is funded by grants from Tongji Hospital for the Pilot Scheme Project, and partly supported by the Chinese National Thirteenth Five Years Project in Science and Technology for Infectious Disease (2017ZX10202201).",2020,,J Clin Invest,,,,32217835,10.1172/JCI137244,24276,#98087,Chen 2020,,,98087,22-04-20
Special Issues on Using the Montreal Cognitive Assessment for telemedicine Assessment During COVID-19,"Phillips, Natalie A.; Chertkow, Howard; Pichora-Fuller, M. Kathleen; Wittich, Walter",,2020,,J Am Geriatr Soc,,,,32253754,10.1111/jgs.16469,22980,#98185,Phillips 2020,,,98185,22-04-20
Coronavirus Disease19 in Geriatrics and Long-Term Care: An Update,"Ouslander, Joseph G.",,2020,,J Am Geriatr Soc,,,,32243567,10.1111/jgs.16464,23393,#98186,Ouslander 2020,,,98186,22-04-20
Serum Amyloid A is a biomarker of severe Coronavirus Disease and poor prognosis,"Li, Huan; Xiang, Xiaochen; Ren, Hongwei; Xu, Lingli; Zhao, Lisha; Chen, Xiaoqiong; Long, Hui; Wang, Qiang; Wu, Qingming","BACKGROUND: To explore the significance of SAA in evaluating the severity and prognosis of COVID-19. METHODS: A total of 132 patients with confirmed COVID-19 who were admitted to a designated COVID-19 hospital in Wuhan, China from January 18, 2020 to February 26, 2020 were collected. The dynamic changes of blood SAA, CRP, PCT, WBC, Lymphocyte (L), PLT, CT imaging, and disease progression were studied. All patients completed at least twice laboratory data collection and clinical condition assessment at three time points indicated for this study; The length of hospital stay was longer than 14 days prior to February 26, 2020. RESULTS: COVID-19 patients had significantly increased SAA and CRP levels, while L count decreased, and PCT, WBC, and PLT were in the normal range. As disease progressed from mild to critically severe, SAA and CRP gradually increased, while L decreased, and PLT, WBC, and PCT had no significant changes; ROC curve analysis suggests that SAA/L, CRP, SAA, and L count are valuable in evaluating the severity of COVID-19 and distinguishing critically ill patients from mild ones; Patients with SAA consistently trending down during the course of disease have better prognosis, compared with the patients with SAA continuously rising; The initial SAA level is positively correlated with the dynamic changes of the serial CT scans. Patient with higher initial SAA level are more likely to have poor CT imaging. CONCLUSIONS: SAA and L are sensitive indicators in evaluating the severity and prognosis of COVID-19. Monitoring dynamic changes of SAA, combined with CT imaging could be valuable in diagnosis and treatment of COVID-19.",2020,,J Infect,,,,32277967,10.1016/j.jinf.2020.03.035,22217,#98242,Li 2020,,,98242,22-04-20
Multiple parameters required for diagnosis of COVID-19 in clinical practice,"Lei, Pinggui; Fan, Bing; Mao, Jujiang; Wang, Pingxian",,2020,,J Infect,,,,32201156,10.1016/j.jinf.2020.03.016,24666,#98244,Lei 2020,,,98244,22-04-20
Comparisons of viral shedding time of SARS-CoV-2 of different samples in ICU and non-ICU patients,"Fang, Zhixiong; Zhang, Yi; Hang, Changfa; Ai, Jingwen; Li, Shaojie; Zhang, Wenhong",,2020,,J Infect,,,,32209381,10.1016/j.jinf.2020.03.013,24483,#98262,Fang 2020,,,98262,22-04-20
Low-dose corticosteroid therapy does not delay viral clearance in patients with COVID-19,"Fang, Xiaowei; Mei, Qing; Yang, Tianjun; Li, Lei; Wang, Yinzhong; Tong, Fei; Geng, Shike; Pan, Aijun",,2020,,J Infect,,,,32283153,10.1016/j.jinf.2020.03.039,21921,#98263,Fang 2020,,,98263,22-04-20
"Corrigendum: “World Health Organization declares Global Emergency: A review of the 2019 Novel Coronavirus (COVID-19)” (International Journal of Surgery (2020) 76 (71–76), (S1743919120301977), (10.1016/j.ijsu.2020.02.034))","Sohrabi, C.; Alsafi, Z.; O'Neill, N.; Khan, M.; Kerwan, A.; Al-Jabir, A.; Iosifidis, C.; Agha, R.","The authors regret that in Table 3 (row 5, column 2), the date of the WHO declaring a Public Health Emergency of International Concern is incorrect. It should be 30th January 2020, not 30th December 2019, as is correctly presented at section 1.1. The authors would like to apologise for any inconvenience caused.",2020,,International Journal of Surgery,,,,,10.1016/j.ijsu.2020.03.036,20101,#98342,Sohrabi 2020,,,98342,22-04-20
"Europe's response to COVID-19 in March and April 2020 - A letter to the editor on ""World Health Organization declares global emergency: A review of the 2019 novel coronavirus (COVID-19)"" (Int J Surg 2020;76:71-6)","Cheng, Shuliang Oliver; Khan, Shehryar",,2020,,Int J Surg,,,,32302744,10.1016/j.ijsu.2020.04.011,20815,#98345,Cheng 2020,,,98345,22-04-20
Respiratory viral panels and pediatric airway evaluation: the role of testing for upper respiratory infections to stratify perioperative risk,"Niermeyer, Weston L.; Ball, Jessica; Worobetz, Noah; Bourgeois, Tran; Onwuka, Amanda; Burrier, Candice; Chiang, Tendy","Objectives Children admitted with stridor and respiratory distress comprise a complex patient group that requires the otolaryngologist to decide when to assess and intervene with direct laryngoscopy and bronchoscopy (DLB). Historically, the diagnosis of viral upper respiratory tract infection (URTI) can lead to postponement of surgery due to concerns of perioperative complications related to acute illness. Respiratory viral panels (RVP) are often used to confirm the presence of recent or active viral infection and can affect the differential diagnosis of upper airway obstruction. This study examined whether RVP positive testing is correlated with perioperative complications and operative findings in pediatric patients undergoing inpatient DLB. Methods A retrospective chart review of 132 pediatric patient encounters was performed. Viral testing results, DLB indication, DLB findings, and perioperative complications were compared. Results Sixty encounters (45.5%) involved a positive RVP, and 72 (54.5%) involved a negative RVP. Those with positive RVP were less likely to have an anatomic airway abnormality (p = 0.0250) and more likely to have a history of recurrent upper respiratory infections (p = 0.0464). The most common reason for DLB was to assess for structural airway abnormality. Laryngospasm occurred in 1 (1.7%) RVP positive and 1 (1.4%) RVP negative encounter, and 2 (2.8%) RVP negative encounters required reintubation. No other major complications were observed. No association was noted between RVP results and incidence of major or minor complication. Conclusions Major perioperative complications after surgical intervention with DLB for the management of complex, inpatient children with stridor and respiratory distress are rare. RVP positivity, specific pathogens identified on RVP, and presence of URI symptoms were not associated with perioperative complications.",2020,,International Journal of Pediatric Otorhinolaryngology,,,110057-110057,,https://doi.org/10.1016/j.ijporl.2020.110057,19376,#98350,Niermeyer 2020,,,98350,22-04-20
